short_codes,Time (s),values,strain,experiment_IDs
Y46,60443.67,149831.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,61035.357,150058.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,61628.527,151892.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,62220.232,150923.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,62814.268,152210.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,63405.098,153032.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,63998.268,153281.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,64589.982,153194.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,65182.946,151557.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,65774.884,153235.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,66367.714,155138.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,66960.607,154435.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,67552.303,154144.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,68145.053,156209.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,68737.884,152279.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,69329.678,154136.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,69922.625,155519.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,70514.527,154138.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,71107.232,156328.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,71700.071,153614.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,72291.884,156811.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,72884.607,154952.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,73477.402,156684.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,74069.321,156828.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,74662.009,156991.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,75254.839,156761.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,75846.678,156799.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,76439.437,157478.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,77032.214,158237.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,77624.893,158332.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,78216.607,160026.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,78814.214,158225.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,79401.598,161799.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,79994.348,157441.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,80586.991,160211.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,81179.678,161086.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,81772.339,160764.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,82364.018,163811.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,82956.795,163068.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,83549.277,162801.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,84141.795,164972.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,84734.312,163880.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,85326.866,168648.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,85919.446,169123.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,86511.714,169294.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,87104.303,169270.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,87696.911,169995.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,88290.268,171256.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,88881.991,173399.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,89474.652,172692.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,90067.723,174420.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,90660.482,178034.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,91252.446,179417.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,91845.295,182183.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,92437.643,181962.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,93030.321,184366.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,93622.848,183049.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,94215.446,183085.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,94807.982,187856.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,95401.036,189710.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,95994.107,191058.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,96585.937,191853.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,97178.562,194259.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y46,97771.089,193828.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt-4_4HB
Y37,8.411,21638.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,605.062,21695.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,1196.937,21715.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,1789.411,21562.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,2381.902,21324.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,2974.428,21503.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,3566.759,21230.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,4159.187,21349.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,4751.589,21568.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,5344.027,21934.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,5936.482,21548.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,6528.92,21759.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,7121.393,22082.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,7713.839,22242.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,8306.321,22813.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,8898.812,22551.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,9491.303,22795.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,10083.741,23125.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,10676.196,24799.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,11268.67,23465.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,11861.107,89225.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,12453.562,26320.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,13045.991,24617.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,13638.482,25217.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,14230.928,25510.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,14823.357,140912.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,15415.812,48271.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,16008.214,27046.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,16600.696,43312.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,17193.161,175307.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,17785.634,51443.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,18378.125,106318.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,18970.58,226808.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,19563.098,32591.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,20155.607,31473.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,20748.0,148268.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,21340.509,175423.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,21932.937,182753.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,22525.402,234307.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,23117.902,55070.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,23710.321,70687.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,24302.821,104413.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,24895.277,85131.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,25487.723,82826.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,26080.17,52883.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,26672.67,56179.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,27265.098,60861.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,27857.553,65608.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,28449.964,67154.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,29042.455,73410.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,29634.92,78376.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,30227.375,81255.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,30819.795,81494.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,31412.214,83076.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,32004.634,84019.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,32597.107,83626.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,33189.536,84789.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,33781.937,85429.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,34374.348,86452.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,34966.839,86571.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,35559.259,85401.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,36151.768,86203.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,36744.232,86936.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,37336.661,86964.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,37929.071,86954.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,38521.571,87122.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,39113.991,87290.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,39706.455,89679.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,40298.902,88353.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,40891.393,87377.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,41483.759,88940.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,42076.223,89819.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,42668.723,90188.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,43261.205,91271.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,43853.661,90053.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,44446.08,91126.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,45038.616,92127.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,45631.027,91305.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,46223.473,92385.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,46815.893,91629.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,47408.357,93894.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,48000.759,93648.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,48593.205,94808.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,49185.607,95049.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,49778.053,96748.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,50370.482,96980.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,50962.902,95861.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,51555.295,97055.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,52147.786,98736.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,52740.152,99230.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,53332.571,98251.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,53925.027,99532.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,54517.446,101570.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,55109.839,102031.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,55702.321,101756.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,56294.723,103484.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,56888.053,104749.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,57479.598,106346.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,58072.848,107309.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,58664.509,108395.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,59257.741,109010.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,59849.42,111274.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,60442.678,111979.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,61034.366,112821.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,61627.536,113413.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,62219.241,114757.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,62813.277,116339.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,63404.107,118283.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,63997.277,118513.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,64588.991,118683.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,65181.955,120644.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,65773.893,121761.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,66366.714,121683.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,66959.616,121677.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,67551.312,124489.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,68144.062,127141.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,68736.884,127762.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,69328.687,131191.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,69921.634,135468.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,70513.536,137960.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,71106.232,140533.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,71699.08,143758.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,72290.893,150997.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,72883.607,138699.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,73476.411,150121.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,74068.321,147866.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,74661.009,159898.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,75253.848,164962.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,75845.687,169632.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,76438.446,173349.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,77031.214,175365.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,77623.902,174718.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,78215.616,176359.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,78813.223,174186.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,79400.607,175479.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,79993.357,175589.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,80586.0,176836.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,81178.687,175281.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,81771.348,177087.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,82363.027,174584.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,82955.803,175281.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,83548.286,174419.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,84140.803,174451.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,84733.321,175607.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,85325.875,175098.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,85918.455,174594.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,86510.714,172762.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,87103.312,171365.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,87695.92,172745.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,88289.277,170557.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,88880.991,172287.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,89473.661,171790.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,90066.732,171260.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,90659.482,172115.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,91251.455,172445.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,91844.303,172106.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,92436.652,171283.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,93029.33,170956.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,93621.857,171168.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,94214.446,169997.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,94806.991,170560.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,95400.045,172849.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,95993.116,172086.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,96584.937,170538.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,97177.562,171303.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y37,97770.098,170947.0,mNeonGreen,r1_ecoli_ACS-r10_pf-5_malt-2_4HB
Y21,2.518,860.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,599.161,952.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,1191.036,878.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,1783.509,908.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,2376.009,943.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,2968.527,952.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,3560.857,951.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,4153.277,973.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,4745.687,999.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,5338.125,1026.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,5930.58,1091.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,6523.018,1058.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,7115.5,1149.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,7707.946,1169.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,8300.437,1112.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,8892.928,1252.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,9485.411,1210.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,10077.866,1278.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,10670.312,1299.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,11262.795,1253.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,11855.241,1441.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,12447.714,1501.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,13040.134,1496.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,13632.634,1493.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,14225.08,1599.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,14817.545,1639.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,15410.0,1663.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,16002.402,1691.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,16594.902,1714.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,17187.348,1813.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,17779.83,1971.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,18372.295,2006.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,18964.768,2060.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,19557.268,2105.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,20149.768,2225.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,20742.205,2238.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,21334.696,2264.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,21927.134,2420.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,22519.616,2521.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,23112.116,2604.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,23704.527,2784.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,24297.027,2830.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,24889.473,3015.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,25481.946,3112.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,26074.411,3160.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
Y21,26666.911,3375.0,mNeonGreen,r1_ecoli_ACS-5_malt-0.5_4HB
