short_codes,Time (s),values,strain,experiment_IDs
Y18,45033.571,67560.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,45626.009,68686.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,46218.455,70335.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,46810.875,73515.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,47403.33,76883.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,47995.741,80896.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,48588.187,82850.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,49180.589,87241.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,49773.036,90905.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,50365.464,88537.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,50957.884,95196.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,51550.277,99167.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,52142.75,101895.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,52735.134,100110.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,53327.553,105529.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,53920.009,109263.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,54512.428,111334.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,55104.821,113344.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,55697.303,115645.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,56289.705,116014.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,56883.036,117509.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,57474.589,118445.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,58067.83,118383.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,58659.491,118430.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,59252.723,117933.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,59844.411,119040.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,60437.661,119541.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,61029.357,119904.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,61622.518,118707.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,62214.223,120800.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,62808.259,119432.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,63399.089,120048.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,63992.259,119472.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,64583.973,119502.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,65176.937,119441.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,65768.884,119598.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,66361.696,119368.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,66954.598,118617.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,67546.295,119815.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,68139.045,119976.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,68731.866,116694.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,69323.67,117677.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,69916.607,119348.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,70508.527,119127.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,71101.223,118561.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,71694.062,118594.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,72285.875,119380.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,72878.598,119195.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,73471.393,119358.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,74063.312,119178.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,74655.991,119195.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,75248.83,118884.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,75840.67,120371.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,76433.428,118077.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,77026.196,118882.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,77618.884,119521.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,78210.598,119235.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,78803.348,118569.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,79395.589,120240.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,79988.339,120024.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,80580.982,119549.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,81173.67,120929.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,81766.321,121033.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,82358.0,119841.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,82950.786,120241.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,83543.268,120114.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,84135.786,121726.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,84728.303,119557.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,85320.857,120041.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,85913.437,121348.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,86505.705,120983.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,87098.295,121289.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,87690.902,119359.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,88284.259,120442.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,88875.973,119200.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,89468.643,120425.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,90061.714,121065.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,90654.464,121040.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,91246.437,121585.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,91839.286,119708.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,92431.634,123021.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,93024.312,124128.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,93616.839,121171.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,94209.437,122921.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,94801.973,122921.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,95395.027,122590.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,95988.098,123183.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,96579.92,122835.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,97172.545,124296.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y18,97765.08,120472.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB
Y62,12.411,6638.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,609.062,6199.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,1200.937,6194.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,1793.411,6130.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,2385.902,6139.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,2978.428,6283.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,3570.75,6231.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,4163.178,6108.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,4755.58,6278.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,5348.027,6270.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,5940.482,6424.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,6532.92,6439.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,7125.393,6421.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,7717.839,6487.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,8310.312,6566.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,8902.795,6648.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,9495.277,6789.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,10087.714,6859.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,10680.17,6849.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,11272.643,7021.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,11865.071,9394.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,12457.5,7466.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,13049.937,7961.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,13642.42,8078.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,14234.893,7791.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,14827.295,12881.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,15419.75,11475.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,16012.152,16614.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,16604.652,7479.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,17197.125,8719.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,17789.589,17571.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,18382.071,15687.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,18974.545,15461.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,19567.009,11839.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,20159.553,16237.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,20751.946,18773.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,21344.455,18188.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,21936.875,14245.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,22529.339,17297.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,23121.812,15444.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,23714.241,22370.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,24306.714,17858.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,24899.187,22331.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,25491.625,19259.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,26084.053,20548.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,26676.562,15776.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,27268.982,19136.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,27861.437,19203.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,28453.857,20207.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,29046.339,21168.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,29638.812,22442.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,30231.268,23965.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,30823.678,25374.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,31416.098,27013.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,32008.527,28735.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,32601.0,30702.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,33193.42,32538.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,33785.812,32649.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,34378.214,35704.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,34970.696,38612.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,35563.116,42107.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,36155.625,43753.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,36748.089,45974.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,37340.527,46825.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,37932.928,48632.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,38525.437,50469.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,39117.848,51908.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,39710.303,55606.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,40302.75,61150.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,40895.232,68124.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,41487.598,75252.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,42080.053,80900.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,42672.545,82872.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,43265.018,76130.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,43857.482,68956.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,44449.893,74537.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,45042.428,96556.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,45634.839,95747.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,46227.277,89756.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,46819.705,96370.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,47412.17,103920.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,48004.571,109795.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,48597.018,121769.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,49189.42,118479.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,49781.866,140648.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,50374.286,128398.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,50966.714,154847.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,51559.098,166920.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,52151.598,148406.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,52743.964,180064.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,53336.384,149834.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,53928.839,169953.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,54521.259,233113.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,55113.652,197953.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,55706.134,233432.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,56298.536,254280.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,56891.866,279407.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,57483.411,288799.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,58076.661,289287.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,58668.321,273711.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,59261.553,276347.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,59853.232,275046.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,60446.491,280566.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,61038.178,274305.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,61631.348,273362.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,62223.053,274097.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,62817.08,275376.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,63407.92,275361.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,64001.089,277107.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,64592.803,278303.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,65185.768,275963.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,65777.705,278190.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,66370.527,279482.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,66963.428,276241.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,67555.116,276617.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,68147.875,277728.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,68740.696,276844.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,69332.5,279512.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,69925.446,273433.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,70517.348,277500.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,71110.045,276785.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,71702.893,277753.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,72294.705,280375.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,72887.42,277397.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,73480.223,274485.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,74072.134,276451.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,74664.821,276819.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,75257.652,279288.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,75849.5,279682.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,76442.259,280655.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,77035.027,276773.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,77627.714,277149.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,78219.42,277466.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,78817.036,277193.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,79404.42,279921.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,79997.17,279597.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,80589.812,275439.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,81182.5,279099.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,81775.152,278077.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,82366.83,283468.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,82959.616,283154.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,83552.089,278353.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,84144.616,278079.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,84737.134,280243.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,85329.687,283242.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,85922.268,282851.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,86514.527,282010.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,87107.125,282688.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,87699.732,284105.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,88293.089,285215.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,88884.812,287109.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,89477.473,288650.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,90070.545,284761.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,90663.295,287448.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,91255.268,283355.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,91848.116,285527.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,92440.464,283458.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,93033.143,287984.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,93625.67,283701.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,94218.259,287725.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,94810.803,289388.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,95403.857,281606.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,95996.928,288804.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,96588.75,287074.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,97181.375,285771.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y62,97773.911,287520.0,mNeonGreen,r3_ecoli_ACS-r1_pf-5_malt-8_4HB
Y2,0.205,24361.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,596.857,24350.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,1188.732,24169.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,1781.205,23807.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,2373.696,23795.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,2966.214,23344.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,3558.553,23450.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,4150.973,23435.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,4743.375,23280.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,5335.812,22880.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,5928.277,22629.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,6520.705,22179.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,7113.187,22337.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,7705.643,22001.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,8298.125,22072.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
Y2,8890.625,22103.0,mNeonGreen,r1_ecoli_mRuby-r50_pf-5_malt
